"md5_email"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"|"year"|"week"
"511"|"871b29108552dd775b3631b2a1d6c5fb"|4.2|4.2|2.6|5|5|5|2.6|2.6|5|5|5|2.6|4.2|3.4|5|3.4|5|5|4.2|1.8|5|3.4|5|5|5|3.4|3.4|2.6|5|3.4|5|5|4.2|4.2|3.4|5|5|5|2.6|5|5|5|5|5|5|5|5|1|5|4.2|4.2|4.2|5|5|4.2|5|4.2|5|5|5|"2009"|"31"
"512"|"4ad553d79e2b5892b43a67c8e1987074"|4.2|5|3.4|5|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|5|4.2|4.2|5|5|4.2|2.6|5|5|5|5|2.6|5|3.4|3.4|3.4|5|5|3.4|4.2|5|5|5|2.6|4.2|5|5|5|5|4.2|4.2|4.2|5|5|4.2|4.2|3.4|3.4|5|4.2|5|5|4.2|4.2|4.2|4.2|4.2|"2009"|"31"
"513"|"e45285fa0dc2386ebcd81dd4468c6ba9"|5|2.6|4.2|4.2|5|5|3.4|2.6|4.2|4.2|3.4|2.6|3.4|4.2|4.2|5|5|4.2|3.4|2.6|2.6|3.4|4.2|4.2|1.8|5|5|3.4|1.8|4.2|3.4|2.6|5|3.4|2.6|3.4|2.6|2.6|4.2|4.2|4.2|3.4|2.6|4.2|2.6|4.2|4.2|3.4|3.4|2.6|4.2|4.2|5|5|3.4|3.4|3.4|4.2|4.2|4.2|"2009"|"29"
"514"|"0799b106401683b4c19295410df53ba1"|2.6|5|1|4.2|4.2|3.4|5|4.2|3.4|4.2|1.8|3.4|3.4|5|5|4.2|5|5|4.2|1|4.2|4.2|5|4.2|1|5|5|4.2|2.6|3.4|4.2|3.4|3.4|3.4|3.4|4.2|2.6|4.2|2.6|3.4|3.4|2.6|3.4|4.2|3.4|5|3.4|3.4|2.6|2.6|2.6|4.2|3.4|3.4|1.8|3.4|3.4|3.4|3.4|3.4|"2009"|"26"
"515"|"a8c7c598b3567758edba4e8760f9ac68"|4.2|3.4|1.8|2.6|4.2|2.6|2.6|3.4|4.2|5|3.4|3.4|2.6|5|3.4|5|3.4|3.4|3.4|3.4|2.6|3.4|4.2|2.6|1|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|2.6|3.4|2.6|4.2|4.2|4.2|5|4.2|3.4|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|5|4.2|3.4|4.2|3.4|5|2.6|4.2|"2009"|"25"
"516"|"10c12ac888e5f6307aab046177b1ca97"|5|4.2|1|3.4|5|5|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|4.2|4.2|2.6|1.8|4.2|4.2|3.4|2.6|2.6|4.2|4.2|1.8|4.2|4.2|5|4.2|4.2|4.2|1.8|3.4|4.2|5|4.2|5|3.4|4.2|2.6|2.6|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|5|1.8|4.2|4.2|"2009"|"23"
"517"|"31312939a6f5c7706366f4a9e1dd86cf"|2.6|1|4.2|2.6|4.2|4.2|1.8|3.4|4.2|3.4|1|1|1.8|1.8|1.8|4.2|3.4|4.2|1.8|2.6|1|1.8|3.4|1.8|1|2.6|2.6|4.2|1.8|2.6|1|1.8|3.4|1.8|3.4|3.4|1|1|3.4|2.6|1|1|1.8|2.6|3.4|3.4|3.4|3.4|1|1|1|1.8|3.4|2.6|4.2|4.2|1.8|1.8|1.8|3.4|"2009"|"23"
"518"|"17d7f3086010ae9f73a8b911e0171b24"|5|5|1|5|4.2|2.6|5|4.2|5|5|5|4.2|4.2|5|5|4.2|5|5|3.4|1.8|5|5|5|4.2|2.6|5|2.6|2.6|5|4.2|4.2|3.4|4.2|3.4|5|5|5|5|5|5|5|4.2|4.2|4.2|4.2|2.6|4.2|1.8|4.2|1.8|4.2|4.2|5|5|4.2|5|3.4|5|5|3.4|"2009"|"22"
"519"|"f6ed5eb49af282cc1649fbec0abfcdae"|2.6|1.8|1|5|1.8|1.8|4.2|3.4|3.4|3.4|5|4.2|5|5|5|1.8|2.6|3.4|5|4.2|4.2|5|2.6|3.4|5|3.4|1|1|4.2|3.4|5|1|1|5|5|5|5|4.2|2.6|2.6|5|4.2|1.8|5|1.8|4.2|1.8|1|2.6|1|4.2|5|1|1|1|1.8|3.4|4.2|5|1|"2009"|"22"
"520"|"d2fac65f4dc53b2c7488588f774aefee"|1|2.6|1|5|2.6|5|1|1.8|5|4.2|4.2|3.4|2.6|3.4|5|2.6|5|4.2|1.8|1|4.2|4.2|5|2.6|1|1.8|3.4|4.2|1.8|3.4|2.6|1.8|5|4.2|1|4.2|1|4.2|5|5|4.2|5|1.8|3.4|5|3.4|5|4.2|2.6|1.8|4.2|4.2|5|3.4|1.8|5|4.2|4.2|1.8|4.2|"2009"|"21"
"521"|"8af8603aab2a4faf956132f124707fa8"|4.2|4.2|1|5|5|4.2|4.2|4.2|5|5|2.6|4.2|5|5|4.2|4.2|5|4.2|4.2|1.8|4.2|4.2|4.2|3.4|1|5|4.2|4.2|3.4|5|5|4.2|4.2|4.2|3.4|4.2|3.4|5|3.4|4.2|5|5|3.4|4.2|4.2|4.2|4.2|1|5|4.2|4.2|5|5|5|1.8|5|4.2|5|4.2|3.4|"2009"|"20"
"522"|"474ea768c528d29b7f827dae5ff0386e"|3.4|5|1|4.2|4.2|2.6|4.2|4.2|4.2|5|3.4|4.2|5|5|5|4.2|4.2|4.2|3.4|1.8|5|2.6|4.2|3.4|1.8|5|4.2|4.2|3.4|3.4|5|3.4|2.6|4.2|1.8|3.4|5|5|3.4|3.4|4.2|5|4.2|3.4|4.2|5|2.6|4.2|5|3.4|4.2|4.2|4.2|4.2|2.6|3.4|3.4|2.6|5|3.4|"2009"|"20"
"523"|"cbcd7a0901c8bc6d0a56fef7d07eb939"|4.2|3.4|1.8|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4|1|2.6|3.4|4.2|4.2|3.4|4.2|4.2|1.8|3.4|5|4.2|3.4|4.2|4.2|2.6|1.8|4.2|4.2|4.2|2.6|2.6|4.2|2.6|4.2|2.6|4.2|4.2|4.2|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|1.8|"2009"|"20"
"524"|"57b15e54756fed9228b70ea46f86644b"|5|3.4|1|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|5|5|5|4.2|3.4|4.2|4.2|4.2|2.6|4.2|5|3.4|2.6|1|5|3.4|5|4.2|3.4|5|5|4.2|4.2|1.8|5|2.6|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|2.6|4.2|5|5|5|5|4.2|5|5|1.8|2.6|3.4|3.4|5|4.2|"2009"|"19"
"525"|"135d9e185dbb146f6a31c8672649acb8"|1|1|2.6|2.6|4.2|2.6|3.4|2.6|3.4|1|3.4|3.4|1.8|1.8|1.8|1.8|2.6|3.4|4.2|1|1|3.4|2.6|2.6|1|3.4|2.6|4.2|1.8|3.4|5|1|4.2|3.4|5|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|1|2.6|1.8|1.8|2.6|3.4|1.8|4.2|5|3.4|4.2|3.4|4.2|"2009"|"19"
"526"|"6f3b7467a8ffa870e5eed14fd0dba564"|1.8|5|1.8|3.4|5|5|5|4.2|5|5|3.4|2.6|4.2|4.2|5|5|5|5|2.6|1.8|3.4|4.2|5|4.2|3.4|5|3.4|2.6|2.6|4.2|4.2|4.2|2.6|5|2.6|4.2|1|3.4|5|3.4|2.6|2.6|5|2.6|5|5|5|2.6|2.6|5|4.2|5|5|4.2|5|5|5|4.2|1.8|5|"2009"|"17"
"527"|"25f6b4f158d6459b9433699979dc5a13"|4.2|4.2|1.8|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|3.4|3.4|5|3.4|4.2|4.2|4.2|3.4|1.8|3.4|3.4|5|4.2|2.6|4.2|4.2|1.8|3.4|3.4|3.4|5|5|3.4|1|4.2|2.6|4.2|3.4|5|5|3.4|4.2|1.8|2.6|5|4.2|4.2|4.2|2.6|4.2|4.2|5|4.2|1.8|4.2|5|3.4|4.2|5|"2009"|"17"
"528"|"b2358e3213ab94ca083484c49440a0cd"|5|2.6|3.4|4.2|3.4|5|5|3.4|5|5|4.2|4.2|5|4.2|4.2|3.4|3.4|4.2|4.2|3.4|5|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|4.2|5|4.2|5|3.4|4.2|5|4.2|5|5|5|5|5|3.4|3.4|4.2|2.6|5|4.2|3.4|3.4|5|3.4|5|5|5|5|5|3.4|"2009"|"17"
"529"|"ae084869ac80234fa7e670ee16197c52"|4.2|5|1.8|2.6|3.4|3.4|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|3.4|3.4|4.2|5|4.2|3.4|5|4.2|4.2|2.6|4.2|4.2|3.4|1.8|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|4.2|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|"2009"|"16"
"530"|"7c92002be2a5b518ad4dff36b4eb2641"|4.2|4.2|2.6|3.4|3.4|4.2|5|3.4|4.2|3.4|3.4|2.6|3.4|4.2|5|4.2|5|4.2|2.6|2.6|3.4|4.2|5|4.2|3.4|4.2|3.4|3.4|2.6|4.2|2.6|1.8|5|3.4|2.6|4.2|2.6|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|5|4.2|2.6|5|4.2|3.4|4.2|2.6|4.2|2.6|3.4|"2009"|"16"
"531"|"bb51186041b086021588d12c0c4a0fb2"|2.6|2.6|1.8|3.4|4.2|4.2|3.4|3.4|3.4|4.2|1.8|1.8|2.6|2.6|3.4|3.4|4.2|2.6|1.8|1.8|1|5|4.2|4.2|3.4|5|2.6|4.2|1|2.6|5|2.6|4.2|3.4|4.2|4.2|1.8|2.6|5|1.8|2.6|3.4|2.6|2.6|4.2|5|5|4.2|3.4|2.6|1.8|5|4.2|5|4.2|3.4|2.6|2.6|3.4|5|"2009"|"16"
"532"|"06e26cb65d17eb82676e7c8a0786b769"|4.2|5|3.4|3.4|3.4|5|4.2|2.6|4.2|4.2|5|2.6|3.4|4.2|5|3.4|5|4.2|3.4|2.6|2.6|4.2|4.2|3.4|2.6|4.2|3.4|3.4|2.6|4.2|4.2|1.8|5|3.4|4.2|5|1|4.2|4.2|4.2|4.2|5|5|4.2|5|4.2|4.2|1.8|3.4|1.8|2.6|3.4|5|5|4.2|5|1.8|5|4.2|4.2|"2009"|"16"
"533"|"7c802004b7165571e03ef687bddc0af1"|2.6|2.6|3.4|2.6|4.2|5|2.6|2.6|3.4|2.6|2.6|1.8|1.8|2.6|3.4|2.6|4.2|3.4|2.6|4.2|2.6|2.6|5|5|4.2|1.8|3.4|2.6|2.6|4.2|2.6|2.6|2.6|2.6|3.4|3.4|3.4|2.6|2.6|3.4|2.6|2.6|4.2|3.4|3.4|3.4|4.2|2.6|2.6|2.6|2.6|2.6|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|"2009"|"15"
"534"|"ea1fe3eb8d19c6b35aa5660b57636e22"|3.4|5|1|2.6|4.2|5|5|3.4|4.2|4.2|1.8|1.8|4.2|4.2|3.4|4.2|5|4.2|4.2|1.8|1.8|2.6|5|1.8|1.8|4.2|2.6|3.4|1.8|4.2|2.6|4.2|4.2|5|4.2|4.2|2.6|5|4.2|4.2|1.8|4.2|4.2|3.4|4.2|5|5|4.2|4.2|4.2|4.2|1.8|5|4.2|1.8|5|3.4|4.2|4.2|5|"2009"|"15"
"535"|"de0b2e3fee20934660775645176981ec"|2.6|2.6|1|2.6|5|2.6|4.2|1|3.4|4.2|1|1.8|4.2|3.4|3.4|2.6|3.4|2.6|4.2|2.6|2.6|5|3.4|2.6|1.8|5|3.4|4.2|3.4|3.4|4.2|5|4.2|5|1|4.2|3.4|5|2.6|5|1.8|4.2|2.6|3.4|4.2|5|5|1.8|5|5|1.8|4.2|5|5|1.8|1.8|5|3.4|5|1.8|"2009"|"13"
"536"|"7164eff86789f96922558f7182d114f6"|2.6|4.2|1.8|5|4.2|1.8|3.4|1.8|4.2|4.2|3.4|5|4.2|2.6|4.2|2.6|2.6|3.4|3.4|2.6|2.6|5|3.4|3.4|2.6|4.2|3.4|3.4|3.4|4.2|5|4.2|2.6|3.4|5|3.4|4.2|5|3.4|5|3.4|4.2|4.2|5|3.4|5|3.4|1.8|4.2|1.8|2.6|5|4.2|4.2|1.8|3.4|2.6|3.4|5|2.6|"2009"|"13"
"537"|"0b2ab8dc4036a4369ead8e3f90b6d546"|1.8|4.2|1|3.4|5|3.4|4.2|2.6|2.6|3.4|4.2|1.8|5|4.2|2.6|2.6|2.6|3.4|1.8|3.4|5|5|2.6|5|4.2|4.2|1.8|1.8|5|3.4|5|3.4|2.6|3.4|4.2|4.2|5|3.4|2.6|5|5|5|3.4|1.8|2.6|2.6|2.6|1.8|5|3.4|3.4|4.2|2.6|2.6|1|2.6|2.6|1.8|4.2|3.4|"2009"|"13"
"538"|"f22d47d28a17aba39ed53544150f6f38"|3.4|5|1|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|5|5|4.2|1.8|4.2|3.4|4.2|4.2|2.6|3.4|4.2|2.6|4.2|2.6|3.4|2.6|4.2|3.4|2.6|4.2|1.8|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|5|4.2|4.2|3.4|1.8|4.2|4.2|4.2|4.2|3.4|3.4|4.2|3.4|5|3.4|"2009"|"13"
"539"|"fe397f9a1238e67583efb614579e0fab"|5|5|1.8|3.4|5|5|4.2|2.6|4.2|4.2|2.6|4.2|5|5|4.2|4.2|5|4.2|4.2|3.4|2.6|4.2|5|3.4|1|4.2|3.4|2.6|2.6|3.4|4.2|4.2|3.4|5|2.6|4.2|4.2|4.2|2.6|4.2|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|4.2|4.2|5|4.2|5|4.2|2.6|4.2|4.2|4.2|4.2|3.4|"2009"|"12"
"540"|"194bf21b9de9299f102a13fb0f0432c3"|5|3.4|1.8|4.2|4.2|3.4|3.4|3.4|5|5|3.4|5|5|5|5|4.2|3.4|3.4|5|2.6|5|4.2|4.2|2.6|1|5|5|5|2.6|3.4|5|2.6|2.6|5|5|5|5|5|2.6|5|5|5|5|5|3.4|2.6|2.6|5|5|5|5|5|3.4|4.2|1.8|3.4|5|5|5|4.2|"2009"|"12"
"541"|"7f99d4363764f2cf1441123962821840"|4.2|4.2|1.8|4.2|5|4.2|5|3.4|5|4.2|4.2|4.2|5|5|4.2|5|5|4.2|4.2|1|4.2|5|4.2|3.4|3.4|4.2|4.2|5|1.8|3.4|5|3.4|2.6|5|3.4|4.2|4.2|5|4.2|5|5|5|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|5|2.6|4.2|4.2|4.2|4.2|4.2|"2009"|"12"
"542"|"7328fddefd53de471baeb6e2b764f78a"|4.2|3.4|3.4|5|3.4|2.6|5|3.4|3.4|5|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|5|3.4|3.4|4.2|4.2|3.4|1|5|4.2|4.2|1.8|2.6|5|3.4|3.4|4.2|4.2|4.2|5|5|3.4|5|5|4.2|5|5|3.4|4.2|3.4|4.2|4.2|3.4|4.2|5|3.4|3.4|2.6|2.6|4.2|2.6|4.2|2.6|"2009"|"12"
"543"|"ddea69b2975ccbed2953637b3474b8a0"|5|2.6|4.2|4.2|4.2|3.4|5|2.6|3.4|4.2|2.6|4.2|4.2|5|2.6|2.6|3.4|4.2|3.4|2.6|3.4|3.4|3.4|1.8|2.6|4.2|5|2.6|2.6|3.4|4.2|3.4|2.6|5|2.6|5|3.4|5|3.4|4.2|4.2|5|5|3.4|3.4|2.6|3.4|3.4|3.4|4.2|5|1.8|3.4|4.2|2.6|3.4|5|3.4|4.2|2.6|"2009"|"12"
"544"|"91ed83d2d51df0c98f1d2f7ef82281a2"|3.4|5|1|2.6|4.2|3.4|3.4|1.8|4.2|5|3.4|3.4|4.2|5|3.4|4.2|3.4|4.2|4.2|2.6|4.2|5|4.2|3.4|2.6|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|5|4.2|3.4|5|4.2|3.4|4.2|5|5|4.2|4.2|4.2|4.2|4.2|2.6|"2009"|"12"
"545"|"89a824301aa27dd6851c6eff4b220596"|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|1.8|4.2|4.2|2.6|4.2|2.6|4.2|4.2|4.2|2.6|4.2|1.8|4.2|5|4.2|5|1|5|2.6|1.8|1.8|4.2|5|4.2|3.4|3.4|5|5|4.2|4.2|4.2|4.2|3.4|2.6|4.2|3.4|2.6|4.2|4.2|3.4|5|2.6|1.8|4.2|4.2|3.4|4.2|3.4|3.4|3.4|5|2.6|"2009"|"12"
"546"|"c6e0347abc5f66d592fa97b41d931c6a"|4.2|4.2|1.8|3.4|4.2|1.8|5|1.8|4.2|3.4|2.6|3.4|4.2|3.4|1.8|4.2|4.2|3.4|4.2|4.2|2.6|4.2|3.4|2.6|1.8|4.2|4.2|3.4|4.2|1.8|3.4|3.4|3.4|4.2|1.8|2.6|3.4|5|3.4|3.4|5|3.4|4.2|3.4|3.4|3.4|3.4|1.8|4.2|5|4.2|2.6|3.4|4.2|1|3.4|4.2|3.4|4.2|2.6|"2009"|"11"
"547"|"23956df0bba1f129c126774145a378e5"|1.8|4.2|3.4|3.4|2.6|3.4|4.2|1.8|4.2|3.4|3.4|1.8|1.8|1.8|3.4|3.4|4.2|4.2|1.8|2.6|1|4.2|4.2|4.2|3.4|3.4|2.6|4.2|2.6|4.2|2.6|4.2|5|3.4|4.2|5|1.8|3.4|5|5|1.8|4.2|1.8|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|2.6|5|5|4.2|4.2|4.2|4.2|3.4|4.2|"2009"|"11"
"548"|"98c68f11ee12656342ac351ab7b91571"|1.8|1.8|1.8|2.6|5|4.2|5|5|3.4|3.4|1.8|4.2|5|4.2|4.2|5|4.2|2.6|5|2.6|3.4|4.2|4.2|4.2|5|2.6|3.4|4.2|4.2|2.6|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|2.6|4.2|3.4|2.6|5|2.6|4.2|4.2|4.2|4.2|2.6|5|5|4.2|5|4.2|3.4|5|4.2|4.2|"2009"|"11"
"549"|"2c9f4cc9f0e3b745f42ba634559c7f51"|3.4|3.4|1.8|3.4|5|4.2|4.2|4.2|5|3.4|2.6|3.4|3.4|3.4|3.4|5|4.2|5|2.6|1.8|2.6|3.4|5|2.6|3.4|4.2|4.2|3.4|1.8|4.2|3.4|3.4|4.2|5|1.8|5|2.6|5|4.2|4.2|4.2|3.4|5|2.6|3.4|5|4.2|3.4|3.4|2.6|2.6|5|3.4|5|3.4|3.4|4.2|2.6|3.4|3.4|"2009"|"11"
"550"|"134606c71928f4ec4afe64c04ab86cdb"|5|2.6|2.6|5|4.2|5|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|2.6|5|3.4|1.8|1.8|3.4|4.2|4.2|2.6|3.4|4.2|4.2|3.4|3.4|3.4|2.6|4.2|5|4.2|1|5|5|5|4.2|5|3.4|3.4|4.2|2.6|4.2|3.4|4.2|1.8|4.2|4.2|5|3.4|2.6|5|1.8|4.2|3.4|4.2|4.2|2.6|"2009"|"11"
"551"|"fbb7888926b9bc2d6f5ad827d86c2390"|5|5|1|3.4|3.4|5|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|5|5|3.4|3.4|3.4|3.4|5|2.6|1|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|3.4|5|3.4|2.6|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|5|4.2|3.4|5|4.2|4.2|3.4|4.2|"2009"|"11"
"552"|"13b1528a98c9fde1c23e4209424ab755"|2.6|2.6|2.6|2.6|2.6|2.6|4.2|2.6|2.6|4.2|2.6|2.6|2.6|2.6|4.2|2.6|2.6|2.6|4.2|2.6|4.2|4.2|2.6|2.6|2.6|2.6|4.2|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|"2009"|"11"
"553"|"f35e88760c1bac72c3dd6dbc9a12b67c"|3.4|4.2|2.6|4.2|3.4|2.6|4.2|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|1.8|4.2|2.6|3.4|3.4|2.6|4.2|3.4|3.4|2.6|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|4.2|4.2|2.6|"2009"|"11"
"554"|"09665a1ab09ea5f3db4173b7974327ed"|4.2|5|2.6|1.8|5|1.8|5|2.6|4.2|4.2|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|1.8|4.2|2.6|3.4|4.2|2.6|1|5|3.4|5|2.6|5|2.6|5|5|5|1|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|1.8|2.6|5|5|5|5|3.4|4.2|2.6|1.8|5|1.8|1.8|3.4|3.4|3.4|1|"2009"|"10"
"555"|"7660afc41bc8baad271ee9ba82a452f5"|3.4|4.2|4.2|4.2|4.2|4.2|2.6|4.2|3.4|3.4|1.8|3.4|2.6|4.2|2.6|3.4|3.4|4.2|1.8|1.8|2.6|2.6|5|4.2|3.4|3.4|3.4|2.6|2.6|3.4|2.6|4.2|4.2|4.2|4.2|4.2|2.6|5|5|2.6|1.8|4.2|3.4|2.6|3.4|5|5|5|4.2|2.6|1.8|3.4|5|5|3.4|4.2|4.2|4.2|2.6|3.4|"2009"|"10"
"556"|"df0921b9ae4a2144af718d5f4d6d56f0"|5|5|1.8|5|3.4|1.8|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|5|5|3.4|5|2.6|4.2|2.6|3.4|3.4|1.8|3.4|4.2|3.4|4.2|4.2|3.4|3.4|5|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|3.4|4.2|5|4.2|2.6|2.6|4.2|5|4.2|5|3.4|4.2|5|2.6|2.6|4.2|4.2|4.2|1.8|"2009"|"10"
"557"|"ae1807fac2e2c0f1e1e300eccf4fdbd0"|4.2|4.2|1.8|2.6|3.4|4.2|3.4|1.8|2.6|1.8|1.8|4.2|3.4|4.2|2.6|2.6|4.2|3.4|3.4|2.6|1.8|3.4|4.2|3.4|2.6|3.4|2.6|3.4|1.8|3.4|4.2|3.4|3.4|3.4|2.6|4.2|2.6|3.4|4.2|4.2|4.2|3.4|3.4|2.6|3.4|2.6|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|2.6|4.2|4.2|3.4|3.4|3.4|"2009"|"10"
"558"|"0e4482afd6728078397358f2b5a4e2f8"|3.4|5|1.8|4.2|4.2|5|3.4|4.2|5|4.2|2.6|2.6|3.4|4.2|4.2|5|5|3.4|4.2|1.8|1|5|5|5|1|5|3.4|5|1|5|4.2|4.2|5|4.2|5|5|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|5|5|5|4.2|4.2|3.4|4.2|5|5|1.8|4.2|4.2|5|4.2|5|"2009"|"10"
"559"|"c1564b87f107e4b0eacba4dd60f44276"|5|5|4.2|4.2|5|5|5|5|5|5|4.2|4.2|5|5|4.2|5|5|5|5|5|5|5|5|4.2|3.4|5|5|4.2|1|4.2|5|5|4.2|4.2|5|5|5|5|5|4.2|5|4.2|5|4.2|4.2|5|5|4.2|5|4.2|5|5|5|5|4.2|5|5|4.2|4.2|5|"2009"|"09"
"560"|"8160898fec36238d18f9895d72e1839e"|4.2|4.2|1|3.4|4.2|4.2|5|3.4|5|5|4.2|3.4|5|5|4.2|4.2|4.2|3.4|3.4|1.8|4.2|5|4.2|3.4|4.2|4.2|3.4|4.2|4.2|2.6|5|5|4.2|5|4.2|4.2|4.2|5|4.2|4.2|4.2|5|4.2|5|3.4|4.2|5|2.6|4.2|4.2|4.2|4.2|3.4|4.2|1.8|3.4|5|4.2|4.2|3.4|"2009"|"09"
"561"|"42a40983563852e3eac7bde0e0a1991f"|4.2|2.6|1|4.2|4.2|3.4|4.2|4.2|5|4.2|2.6|3.4|5|5|2.6|4.2|5|5|5|1.8|2.6|4.2|5|2.6|1.8|4.2|3.4|4.2|2.6|3.4|5|3.4|5|4.2|3.4|5|2.6|5|4.2|5|3.4|5|4.2|3.4|5|5|5|3.4|5|4.2|5|5|3.4|5|3.4|5|3.4|4.2|5|3.4|"2009"|"09"
"562"|"40b172ba233bf43822799f6252e4634d"|4.2|5|3.4|5|3.4|5|4.2|1.8|4.2|4.2|4.2|2.6|4.2|5|3.4|4.2|3.4|3.4|2.6|2.6|3.4|2.6|5|2.6|4.2|5|3.4|1.8|4.2|2.6|5|2.6|2.6|4.2|2.6|5|5|4.2|5|3.4|5|1.8|4.2|5|3.4|1.8|3.4|2.6|4.2|2.6|2.6|5|3.4|4.2|1|4.2|3.4|3.4|5|3.4|"2009"|"09"
"563"|"bee2d215bf6a233bb0cbc46ff4f80c6b"|2.6|3.4|3.4|4.2|5|2.6|3.4|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|5|3.4|4.2|3.4|5|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|"2009"|"08"
"564"|"d4eea2d0c75ec10238398cb7ea6a51ce"|5|5|1|5|4.2|4.2|5|1.8|5|5|3.4|5|5|5|3.4|3.4|4.2|4.2|4.2|2.6|5|5|3.4|2.6|3.4|5|5|2.6|3.4|5|5|2.6|2.6|4.2|2.6|2.6|4.2|5|4.2|5|5|5|5|5|3.4|3.4|3.4|2.6|5|5|5|5|5|4.2|3.4|5|5|5|5|1.8|"2009"|"08"
"565"|"cdb8f06f188ee9138b53222f0a698df7"|2.6|2.6|2.6|3.4|4.2|4.2|3.4|4.2|4.2|4.2|1.8|2.6|2.6|3.4|2.6|4.2|4.2|4.2|3.4|1.8|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|3.4|3.4|1.8|3.4|4.2|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|2.6|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|"2009"|"08"
